245,"William",,"Owiti",04/30/64 12:00 AM,,"Dakar@parliament.ke","KE","M","ID 12232","A","en"
220,"Njoki","Ndetu","Ndeng'u",06/15/32 12:00 AM,,"Abidjan@parliament.ke","KE","F","ID 122321","I","en"
222,"Roth","Njeri","Oniango",06/17/32 12:00 AM,,"Ibadan@parliament.ke","KE","F","ID 6707978","I","en"
224,"Kaosia","Ole","Kapparro",11/09/68 12:00 AM,,"Cape Town@parliament.ke","KE","F","ID 387951","I","en"
216,"Motula","Oluo","Kilonzo",02/13/56 12:00 AM,,"Cairo@parliament.ke","KE","M","ID 602531","I","en"
225,"Amos","Turoitich","Wakoko",05/30/63 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 714623","I","en"
227,"Patar","Kijana","Owidi",06/01/63 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 612468","I","en"
231,"Francis","Mweni","Tarieki",07/25/56 12:00 AM,,"Kaduna@parliament.ke","KE","M","ID 96783","I","en"
233,"Jolia","Kipruno Kipyator","Toech",08/13/58 12:00 AM,,"Cape Town@parliament.ke","KE","M","ID 457623","I","en"
234,"Kivotha","Kipkiyeny","Teria",05/07/65 12:00 AM,,"Kano@parliament.ke","KE","M","ID 349463","I","en"
237,"Patar","Dicksun","Nenya",07/24/47 12:00 AM,,"Douala@parliament.ke","KE","M","ID 97201","I","en"
238,"Patkay","Daudi","Nwiraria",07/25/46 12:00 AM,,"Ibadan@parliament.ke","KE","M","ID 98100","I","en"
239,"Raphaal","Daniel","Dahenda",08/18/66 12:00 AM,,"Luanda@parliament.ke","KE","M","ID 267569","I","en"
250,"Solaiman","Shitanda","Cuit",10/10/57 12:00 AM,,"Abidjan@parliament.ke","KE","M","ID 16461","I","en"
254,"Sammy","Isaack","Chuge",05/23/67 12:00 AM,,"Rabat@parliament.ke","KE","M","ID 19976","I","en"
215,"Esthar",,"Keino",02/12/56 12:00 AM,,"Lagos@parliament.ke","KE","F","ID 207380","I","en"
218,"Cacily",,"Mbarire",02/25/66 12:00 AM,,"Alexandria@parliament.ke","KE","F","ID 557902","I","en"
219,"Adalina",,"Mwae",06/14/32 12:00 AM,,"Casablanca@parliament.ke","KE","F","ID 513256","I","en"
223,"Batty",,"Tett",11/08/68 12:00 AM,,"Nairobi@parliament.ke","KE","F","ID 896368","I","en"
217,"Kipkalia",,"Kones",02/14/56 12:00 AM,,"Kinshasa@parliament.ke","KE","M","ID 525982","I","en"
242,"Winfrad",,"Oli",10/02/29 12:00 AM,,"Rabat@parliament.ke","KE","M","ID 10025","I","en"
246,"Wilfrad",,"Oyecku",09/13/31 12:00 AM,,"Durban@parliament.ke","KE","M","ID 12304","I","en"
188,"Ali",,"Shaaban",07/15/56 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 164615","I","en"
289,"Morris","Mghanga","Simenye",06/17/25 12:00 AM,,"Kampala@parliament.ke","KE","F","ID 43857","A","en"
290,"Mokhisa","Kihara","Singi",07/07/58 12:00 AM,,"Bulawayo@parliament.ke","KE","M","ID 45003","A","en"
292,"Martin","Karisa","Sirwe",05/31/33 12:00 AM,,"Mbuji-Mayi@parliament.ke","KE","M","ID 45932","A","en"
303,"Kiproto","Buya","Techege",07/31/30 12:00 AM,,"Kinshasa@parliament.ke","KE","M","ID 50742","A","en"
304,"Kipkorir","Chumel","Teduke",10/17/34 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 51325","A","en"
305,"Kipkalia","Abdi Haji","Tegere",03/10/45 12:00 AM,,"Giza@parliament.ke","KE","M","ID 51424","A","en"
314,"Josaph","Nduoli","Tegu",08/24/56 12:00 AM,,"Kinshasa@parliament.ke","KE","M","ID 55790","A","en"
316,"John 'a","Sammy","Teite",09/06/29 12:00 AM,,"Casablanca@parliament.ke","KE","M","ID 56983","A","en"
287,"Motahi","Sulomon Kamau","Silimu",04/06/75 12:00 AM,,"Giza@parliament.ke","KE","F","ID 42789","A","en"
308,"Joshoa","Otiatu","Teithe",09/25/74 12:00 AM,,"Ouagadougou@parliament.ke","KE","M","ID 52598","A","en"
315,"Jolius","Saimanga","Teiruri",12/14/81 12:00 AM,,"Alexandria@parliament.ke","KE","M","ID 56129","A","en"
368,"Ali","Kiplumbei","Tuu",07/14/79 12:00 AM,,"Maiduguri@parliament.ke","KE","F","ID 89636","A","en"
363,"Andraw","Sheikh","Shekumbu",07/13/76 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 85395","A","en"
369,"Adho","Arthur","Turu",12/12/81 12:00 AM,,"Kampala@parliament.ke","KE","M","ID 90302","A","en"
403,"Fradrick","Viscuunt","Wembure",06/19/83 12:00 AM,,"Dar es Salaam@parliament.ke","KE","M","ID 9454614","A","en"
415,"Davias","Sitswila","T'Nkirie",06/15/83 12:00 AM,,"Mogadishu@parliament.ke","KE","M","ID 7146235","A","en"
365,"Alica",,"Tett",06/13/75 12:00 AM,,"Maputo@parliament.ke","ZA","F","ID 87480","A","en"
380,"PeKricT","elluys uluuch","usendwe",06/22/84 12:00 AM,,"Kano@parliament.ke","KE","M","ID 9635221","I","en"
381,"Nichules","TipKuu Turir","Seindi",01/02/86 12:00 AM,,"Rabat@parliament.ke","KE","M","ID 1835583","I","en"
383,"Juseph","Tebugu","SuiKe",11/09/82 12:00 AM,,"Kolwezi@parliament.ke","KE","M","ID 385951","I","en"
384,"Jemes","umingu","Kberire",01/12/71 12:00 AM,,"Cape Town@parliament.ke","KE","M","ID 551585","I","en"
360,"Arthor","Mwangu","Seret",04/02/22 12:00 AM,,"Port Harcourt@parliament.ke","KE","M","ID 82712","A","en"
361,"Arthor","David","Sheeben",03/31/31 12:00 AM,,"Benin@parliament.ke","KE","M","ID 83517","A","en"
367,"Ali","Kipkembui","Tudinge",02/20/66 12:00 AM,,"Subra al-Haymah@parliament.ke","KE","M","ID 88918","A","en"
395,"Danial","Shitanda","Seteku",04/22/55 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 4545762","A","en"
399,"Macharia","Omulu","Weitheke",10/29/67 12:00 AM,,"Lagos@parliament.ke","KE","M","ID 7283014","A","en"
400,"John","Muody","Haji",12/09/31 12:00 AM,,"Fez@parliament.ke","KE","M","ID 3063565","A","en"
407,"Chrysanthos","Wambui","Seinu",03/10/23 12:00 AM,,"Soweto@parliament.ke","KE","M","ID 5898316","A","en"
410,"Robinson","Muriuki","Opore",09/27/42 12:00 AM,,"Rabat@parliament.ke","KE","M","ID 9618304","A","en"
412,"Daodi","Ali","Dehir",12/05/30 12:00 AM,,"Mogadishu@parliament.ke","KE","M","ID 9931434","A","en"
359,"Asiman",,"Sesere",03/25/67 12:00 AM,,"Lubumbashi@parliament.ke","KE","M","ID 82008","A","en"
393,"Charlas",,"Wakoko",02/25/58 12:00 AM,,"Luanda@parliament.ke","KE","M","ID 6320006","A","en"
397,"Kirogi",,"Oduyu",04/14/49 12:00 AM,,"Maputo@parliament.ke","KE","M","ID 4795254","A","en"
371,"Abo","Abdul","Weitheke",11/29/38 12:00 AM,,"Mogadishu@parliament.ke","KE","F","ID 92248","I","en"
373,"Abdollahi","Keruw","Wemenyinyi",03/07/55 12:00 AM,,"Dar es Salaam@parliament.ke","KE","F","ID 93104","I","en"
362,"Annaniah","Mwachundo","Sheben",06/07/59 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 84116","I","en"
366,"Ali","Jematia Runoh","Tiwutt",05/31/42 12:00 AM,,"Lubumbashi@parliament.ke","KE","M","ID 88243","I","en"
370,"Adalina","Nuhane","Twehe",08/24/31 12:00 AM,,"Bulawayo@parliament.ke","KE","M","ID 90484","I","en"
378,"WeshingKun","IKwiTu","Midiwu",05/25/62 12:00 AM,,"Port Harcourt@parliament.ke","KE","M","ID 5125313","I","en"
382,"Micheel","TeluTi","Shemesi",05/15/43 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 251736","I","en"
440,"Staphan","Kyalu","Mbae",01/02/81 12:00 AM,,"Kano@parliament.ke","KE","M","ID 464623","I","en"
444,"Sammy","William Nthiga","Suskey",08/12/73 12:00 AM,,"Lusaka@parliament.ke","KE","M","ID 495253","A","en"
456,"Abo","Kinyanjui","Aringo",12/28/78 12:00 AM,,"Lusaka@parliament.ke","KE","M","ID 684454","A","en"
466,"Martha","Daniel","Sembi",05/20/78 12:00 AM,,"Ibadan@parliament.ke","KE","M","ID 841163","A","en"
480,"Cheleite","Simaon","Daniel",02/06/87 12:00 AM,,"Kaduna@parliament.ke","KE","M","ID 786404102","A","en"
484,"Cesyoka","Owinu Nyanginya","Gorrach",07/16/78 12:00 AM,,"Lubumbashi@parliament.ke","KE","M","ID 1594987","A","en"
437,"Linah",,"Sunes",02/14/81 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 459832","A","en"
462,"Samoal",,"Sembe",04/17/86 12:00 AM,,"Maputo@parliament.ke","KE","M","ID 786404","A","en"
454,"Otiano","Peter","Githae",07/07/42 12:00 AM,,"Mogadishu@parliament.ke","KE","M","ID 670978","I","en"
298,"Locas Baya","Kunzollo","Leketun",09/15/71 12:00 AM,,"Bamako@parliament.ke","KE","F","ID 48445","I","en"
294,"Mardsan","Gachara","Sunes",08/20/78 12:00 AM,,"Ouagadougou@parliament.ke","KE","M","ID 46072","I","en"
295,"Maina","Muhamud","Surir",08/18/80 12:00 AM,,"Port Elizabeth@parliament.ke","KE","M","ID 46125","I","en"
432,"Nohana","Oyugi","Ndeng'u",10/15/59 12:00 AM,,"Omdurman@parliament.ke","KE","F","ID 354234","A","en"
433,"Josaph","Kijana","Owidi",10/27/59 12:00 AM,,"Ibadan@parliament.ke","KE","M","ID 356057","A","en"
436,"Abdollahi","Gerald","Twenje",09/17/69 12:00 AM,,"Cairo@parliament.ke","KE","M","ID 395342","A","en"
443,"John","Amulo","Shelif",10/25/63 12:00 AM,,"Nairobi@parliament.ke","KE","M","ID 487853","A","en"
460,"Patar","Jematia Runoh","Techiri",04/01/50 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 774143","A","en"
461,"Wilfrad","Kiptanui","Twehe",07/02/66 12:00 AM,,"Maiduguri@parliament.ke","KE","M","ID 774475","A","en"
468,"Jayna","Turoitich","Serieki",02/04/33 12:00 AM,,"Nairobi@parliament.ke","KE","M","ID 904845","A","en"
472,"Abdollahi","Bitta Sauti","Ndile",10/29/56 12:00 AM,,"Ibadan@parliament.ke","KE","M","ID 981003","A","en"
475,"Githae","David Aoko","Gachara",12/01/41 12:00 AM,,"Giza@parliament.ke","KE","M","ID 767727156","A","en"
486,"Galgallo","Abungu","Christina",06/14/40 12:00 AM,,"Ibadan@parliament.ke","KE","M","ID 969483","A","en"
493,"Tewuri","Marisin","Wycliffa",08/01/50 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 7698857","A","en"
494,"Sirme","Peter","Obdelleh",06/22/52 12:00 AM,,"Lusaka@parliament.ke","KE","M","ID 4579776","A","en"
495,"Steju","Kelembe","Obdi",06/24/52 12:00 AM,,"Benin@parliament.ke","KE","M","ID 794145103","A","en"
496,"Nenye","Mweni","Ohmed Oden",04/25/45 12:00 AM,,"Port Elizabeth@parliament.ke","KE","M","ID 284906152","A","en"
430,"Njoki",,"Shemisi",03/18/65 12:00 AM,,"Zaria@parliament.ke","KE","F","ID 327975","A","en"
431,"Samson",,"Moivai",04/19/64 12:00 AM,,"Cairo@parliament.ke","KE","F","ID 335034","A","en"
434,"Patar",,"Nyung'u",03/22/39 12:00 AM,,"Lubumbashi@parliament.ke","KE","F","ID 366975","A","en"
448,"Patkay",,"Teethei",02/16/40 12:00 AM,,"Giza@parliament.ke","KE","M","ID 582798","A","en"
451,"Roth",,"Tgenge",11/28/63 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 610938","A","en"
476,"Abdalla",,"Muhamud",07/21/24 12:00 AM,,"Douala@parliament.ke","KE","M","ID 768857186","A","en"
301,"Koigi","Wambui","Ligele",10/23/39 12:00 AM,,"Lagos@parliament.ke","KE","F","ID 50452","I","en"
296,"Macharia","Peter","Surus",02/21/51 12:00 AM,,"Antananarivo@parliament.ke","KE","M","ID 46462","I","en"
297,"Lyola","Kiyung","Suskey",11/15/58 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 46726","I","en"
300,"Linah","Kariuki","Lesirme",08/28/32 12:00 AM,,"Maiduguri@parliament.ke","KE","M","ID 49525","I","en"
319,"John","Muta","Tenyeu",11/22/63 12:00 AM,,"Kaduna@parliament.ke","KE","M","ID 58279","I","en"
299,"Locas","Kibugi","Leshure",05/19/82 12:00 AM,,"Yaoundé@parliament.ke","KE","M","ID 48785","I","en"
390,"David","Mutinda","Chepkituny",12/26/78 12:00 AM,,"Giza@parliament.ke","KE","M","ID 9164364","I","en"
387,"emus",,"Wemelwe",06/20/85 12:00 AM,,"Benin@parliament.ke","KE","M","ID 965835","I","en"
479,"Chebui",,"Kinyanjui",03/09/81 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 774475148","A","en"
506,"Obdelle","Bumet","Frencis",01/09/71 12:00 AM,,"Addis Ababa@parliament.ke","KE","F","ID 402137118","A","en"
503,"Nengo","Ibrehim","Devid Kiprono Sotter",11/03/70 12:00 AM,,"Giza@parliament.ke","KE","M","ID 38692523","A","en"
293,"Martha",,"Siteyi",12/14/65 12:00 AM,,"Zaria@parliament.ke","KE","M","ID 45983","I","en"
372,"Abdollahi",,"Wembure",04/28/41 12:00 AM,,"Giza@parliament.ke","KE","F","ID 92375","I","en"
377,"Wycliffe",,"TeKer",12/07/46 12:00 AM,,"Yaoundé@parliament.ke","KE","M","ID 2854906","I","en"
379,"SuspeKer",,"ujeemungsun",09/07/54 12:00 AM,,"Port Harcourt@parliament.ke","KE","M","ID 2285362","I","en"
502,"Mwirie","Mutinde","Devid",09/09/27 12:00 AM,,"Kaduna@parliament.ke","KE","F","ID 81051179","A","en"
507,"Mbee","Deudi","Jimmy",07/26/39 12:00 AM,,"Brazzaville@parliament.ke","KE","F","ID 573966198","A","en"
501,"M'Mkekindie","Hessen","Devid",02/06/57 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 69392167","A","en"
510,"Chepkituny","Jumee","Keroe",02/21/48 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 97201206","A","en"
517,"Githee","Kipkusge","Peter",03/23/23 12:00 AM,,"Ouagadougou@parliament.ke","KE","M","ID 123048112","A","en"
519,"Keter","Meheleng'eng'e","Stephen",08/26/40 12:00 AM,,"Douala@parliament.ke","KE","M","ID 180995168","A","en"
520,"Mesile","Gur","Stephen",01/29/57 12:00 AM,,"Nairobi@parliament.ke","AO","M","ID 19098747","A","en"
529,"Ojode","Bonifaca","Eric",11/07/32 12:00 AM,,"Antananarivo@parliament.ke","KE","M","ID 797597","A","en"
531,"Odeke","Athanas","Frencis",11/07/56 12:00 AM,,"Mogadishu@parliament.ke","KE","M","ID 284377","A","en"
536,"Cesyuke","Gichuhi","Ruphuul",08/22/76 12:00 AM,,"Alexandria@parliament.ke","KE","M","ID 549977557","A","en"
556,"Jemes","Nderitu","Muara",08/24/79 12:00 AM,,"Dakar@parliament.ke","KE","M","ID 38951225","A","en"
505,"Kimeto",,"Frencis",11/07/70 12:00 AM,,"Nairobi@parliament.ke","AO","M","ID 99666814","A","en"
539,"Aringu","Kelunzu","Turaitich",04/27/78 12:00 AM,,"Addis Ababa@parliament.ke","KE","M","ID 93104840159","I","en"
563,"Epeinituus","Cheruiyut","Midiwa",11/01/79 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 627469745","I","en"
567,"Mesile","Kanyinka","David",11/30/78 12:00 AM,,"Giza@parliament.ke","KE","M","ID 38951977","I","en"
550,"Chebui",,"Patar",10/22/72 12:00 AM,,"Antananarivo@parliament.ke","KE","M","ID 67097850664","I","en"
558,"Gudfrey",,"Musunyu",06/14/75 12:00 AM,,"Casablanca@parliament.ke","KE","M","ID 627469154","I","en"
584,"Ngile","Daudi","William",03/24/76 12:00 AM,,"Alexandria@parliament.ke","KE","M","ID 767727485","A","en"
576,"Mwendwe",,"Nurman",05/24/80 12:00 AM,,"Kinshasa@parliament.ke","KE","M","ID 67097850977","I","en"
570,"Metiso","Jusaph","Juhn",09/16/78 12:00 AM,,"Freetown@parliament.ke","KE","M","ID 627469922","I","en"
35,"Patar","Kyalu","Kaindi",03/16/78 12:00 AM,,"Lubumbashi@parliament.ke","KE","F","ID 734236","I","en"
554,"Jimmy","Sylvester","Kamba",06/30/40 12:00 AM,,"Durban@parliament.ke","KE","M","ID 767727200","A","en"
561,"Frencis","Sitelu","Marungi",03/15/63 12:00 AM,,"Cairo@parliament.ke","KE","M","ID 67097850990","A","en"
508,"Sedi",,"John",02/20/57 12:00 AM,,"Kaduna@parliament.ke","KE","M","ID 967830","A","en"
522,"Wekese",,"Twehe",02/16/43 12:00 AM,,"Brazzaville@parliament.ke","KE","M","ID 67097850","A","en"
534,"Aden","Beden Njuke","Wycliffu",08/23/58 12:00 AM,,"Accra@parliament.ke","KE","M","ID 67097850127","I","en"
537,"Tewuri","Simeun","Buru",10/22/45 12:00 AM,,"Port Harcourt@parliament.ke","KE","M","ID 627469636","I","en"
541,"Senyette","Owinu Nyenginye","Gitaru",08/06/44 12:00 AM,,"Mogadishu@parliament.ke","KE","M","ID 549977373","I","en"
542,"Chebui","Itwiku","Prisu",09/19/59 12:00 AM,,"Algiers@parliament.ke","KE","M","ID 93104840633","I","en"
543,"Sembe","Abungu","Jaul",12/17/38 12:00 AM,,"Mbuji-Mayi@parliament.ke","KE","M","ID 767727785","I","en"
551,"Justin","Arengeh","Kaach",04/18/58 12:00 AM,,"Johannesburg@parliament.ke","KE","M","ID 767727944","I","en"
557,"Herrisun","Kieme","Muranda",09/09/52 12:00 AM,,"Casablanca@parliament.ke","KE","M","ID 38951783","I","en"
560,"Gelgellu","Mwengi","Marunguru",07/16/52 12:00 AM,,"Cairo@parliament.ke","KE","M","ID 93104840457","I","en"
